lcl|NZ_CP016345.1_prot_WP_014230422.1_1	FIG|691.12.PEG.2583	99.782	98	468	459	459	946	0.0
lcl|NZ_CP016345.1_prot_WP_014230423.1_2	FIG|691.12.PEG.2582	100.000	100	366	366	366	745	0.0
lcl|NZ_CP016345.1_prot_WP_020333577.1_3	FIG|691.12.PEG.2581	100.000	100	359	359	359	747	0.0
lcl|NZ_CP016345.1_prot_WP_020333578.1_4	FIG|691.12.PEG.2580	100.000	100	805	805	805	1673	0.0
lcl|NZ_CP016345.1_prot_WP_020333579.1_5	FIG|691.12.PEG.2579	100.000	100	145	145	145	296	1.89e-106
lcl|NZ_CP016345.1_prot_WP_020333580.1_6	FIG|691.12.PEG.2578	100.000	100	417	417	417	859	0.0
lcl|NZ_CP016345.1_prot_WP_020333581.1_7	FIG|691.12.PEG.2577	100.000	100	694	694	694	1451	0.0
lcl|NZ_CP016345.1_prot_WP_020333582.1_8	FIG|691.12.PEG.2576	100.000	100	688	688	688	1393	0.0
lcl|NZ_CP016345.1_prot_WP_014230431.1_9	FIG|691.12.PEG.2575	100.000	100	306	306	306	642	0.0
lcl|NZ_CP016345.1_prot_WP_020333583.1_10	FIG|691.12.PEG.2574	100.000	100	184	184	184	355	1.96e-128
lcl|NZ_CP016345.1_prot_WP_020333584.1_11	FIG|691.12.PEG.2573	100.000	100	86	86	86	177	3.05e-61
lcl|NZ_CP016345.1_prot_WP_014230434.1_12	FIG|691.12.PEG.2572	100.000	100	82	82	82	172	4.50e-59
lcl|NZ_CP016345.1_prot_WP_014230435.1_13	FIG|691.12.PEG.2571	100.000	100	60	60	60	124	1.37e-40
lcl|NZ_CP016345.1_prot_WP_024372653.1_14	FIG|691.12.PEG.2570	99.681	100	313	316	313	635	0.0
lcl|NZ_CP016345.1_prot_WP_020333586.1_15	FIG|691.12.PEG.2569	100.000	100	326	326	326	659	0.0
lcl|NZ_CP016345.1_prot_WP_020333587.1_16	FIG|691.12.PEG.2568	100.000	100	391	391	391	801	0.0
lcl|NZ_CP016345.1_prot_WP_014230439.1_17	FIG|691.12.PEG.2567	100.000	100	723	723	723	1484	0.0
lcl|NZ_CP016345.1_prot_WP_014230440.1_18	FIG|691.12.PEG.2566	100.000	100	207	207	207	423	1.65e-154
lcl|NZ_CP016345.1_prot_WP_014230441.1_19	FIG|691.12.PEG.2565	100.000	100	485	485	485	972	0.0
lcl|NZ_CP016345.1_prot_WP_020333588.1_20	FIG|691.12.PEG.2564	100.000	100	175	175	175	364	3.06e-132
lcl|NZ_CP016345.1_prot_WP_020336236.1_21	FIG|691.12.PEG.2563	100.000	100	495	495	495	991	0.0
lcl|NZ_CP016345.1_prot_WP_020336238.1_22	FIG|691.12.PEG.2562	100.000	100	428	428	428	879	0.0
lcl|NZ_CP016345.1_prot_WP_020336239.1_23	FIG|691.12.PEG.2561	100.000	100	224	224	224	464	5.21e-170
lcl|NZ_CP016345.1_prot_WP_014230443.1_24	FIG|691.12.PEG.2560	99.587	82	296	242	242	501	0.0
lcl|NZ_CP016345.1_prot_WP_020336240.1_25	FIG|691.12.PEG.2559	100.000	100	494	494	494	1027	0.0
lcl|NZ_CP016345.1_prot_WP_014230445.1_26	FIG|691.12.PEG.2558	100.000	100	83	83	83	163	1.10e-55
lcl|NZ_CP016345.1_prot_WP_020336241.1_27	FIG|691.12.PEG.2556	100.000	100	1040	1040	1040	2112	0.0
lcl|NZ_CP016345.1_prot_WP_014230447.1_28	FIG|691.12.PEG.2555	100.000	98	368	361	361	729	0.0
lcl|NZ_CP016345.1_prot_WP_031779274.1_29	FIG|691.12.PEG.2554	100.000	95	204	193	193	402	2.09e-146
lcl|NZ_CP016345.1_prot_WP_014230449.1_30	FIG|691.12.PEG.2553	100.000	100	671	671	671	1387	0.0
lcl|NZ_CP016345.1_prot_WP_014230450.1_31	FIG|691.12.PEG.2552	100.000	96	137	131	131	269	6.65e-96
lcl|NZ_CP016345.1_prot_WP_020336242.1_32	FIG|691.12.PEG.2551	100.000	100	241	241	241	496	0.0
lcl|NZ_CP016345.1_prot_33	FIG|691.12.PEG.2211	42.105	49	78	203	38	23.1	2.8
lcl|NZ_CP016345.1_prot_WP_020336243.1_34	FIG|691.12.PEG.2550	100.000	100	571	571	571	1174	0.0
lcl|NZ_CP016345.1_prot_WP_014230454.1_35	FIG|691.12.PEG.2549	100.000	100	517	517	517	1076	0.0
